FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,COMPLETED_50TH_PERCENTILE,COMPLETED_90TH_PERCENTILE
2019/20,Fraser,Chilliwack General Hospital,Excision Lesion/Tumour,<5,25,8.1,22.5
2019/20,Fraser,Chilliwack General Hospital,Fallopian Tube/Ovarian Surgery,54,111,7.6,26.3
2019/20,Fraser,Chilliwack General Hospital,Fistula Repair - Non Vascular,<5,<5,,
2019/20,Fraser,Chilliwack General Hospital,Hand/Wrist Surgery,<5,5,3.0,3.7
2019/20,Fraser,Chilliwack General Hospital,Hernia Repair - Abdominal,66,313,8.9,20.0
2019/20,Fraser,Chilliwack General Hospital,Hip Replacement,54,163,9.9,23.4
2019/20,Fraser,Chilliwack General Hospital,Kidney/Bladder Stone Removal,<5,15,7.7,9.5
2019/20,Fraser,Chilliwack General Hospital,Knee - ACL Repair,18,66,6.6,25.4
2019/20,Fraser,Chilliwack General Hospital,Knee - Meniscectomy,8,39,3.3,16.1
2019/20,Fraser,Chilliwack General Hospital,Knee Arthroscopy,<5,19,4.4,15.1
2019/20,Fraser,Chilliwack General Hospital,Knee Replacement,84,247,11.6,30.0
2019/20,Fraser,Chilliwack General Hospital,Laparoscopy,16,9,4.9,9.9
2019/20,Fraser,Chilliwack General Hospital,Laparotomy,<5,7,3.6,9.4
2019/20,Fraser,Chilliwack General Hospital,Male Reproductive Surgery,17,57,8.1,22.3
2019/20,Fraser,Chilliwack General Hospital,Mastectomy,<5,69,2.1,4.9
2019/20,Fraser,Chilliwack General Hospital,Myringotomy,7,29,4.0,15.9
2019/20,Fraser,Chilliwack General Hospital,Nasal Surgery,15,49,20.1,41.1
2019/20,Fraser,Chilliwack General Hospital,Oral Cavity & Pharynx Surgery,<5,<5,,
2019/20,Fraser,Chilliwack General Hospital,Other Eye Surgery,<5,38,2.1,10.1
2019/20,Fraser,Chilliwack General Hospital,Other Joint Reconstruction,<5,10,8.6,26.2
2019/20,Fraser,Chilliwack General Hospital,Other Orthopaedic Surgery,17,54,4.1,18.4
2019/20,Fraser,Chilliwack General Hospital,Other Urology Surgery,48,232,5.7,15.0
2019/20,Fraser,Chilliwack General Hospital,Parotidectomy,<5,8,16.7,34.9
2019/20,Fraser,Chilliwack General Hospital,Prostate Surgery,38,142,6.0,12.7
2019/20,Fraser,Chilliwack General Hospital,Rectal Surgery,<5,15,7.6,16.9
2019/20,Fraser,Chilliwack General Hospital,Shoulder Surgery,20,38,13.6,26.1
2019/20,Fraser,Chilliwack General Hospital,Sinus Surgery,7,13,14.7,28.4
2019/20,Fraser,Chilliwack General Hospital,Skin Tumour Removal,8,40,5.2,17.1
2019/20,Fraser,Chilliwack General Hospital,Tendon Surgery,<5,<5,,
2019/20,Fraser,Chilliwack General Hospital,Thyroidectomy,<5,15,8.0,22.6
2019/20,Fraser,Chilliwack General Hospital,Tonsillectomy/Adenoidectomy,21,49,12.6,33.5
2019/20,Fraser,Chilliwack General Hospital,Uterine Surgery,122,304,20.6,38.3
2019/20,Fraser,Chilliwack General Hospital,Vaginal Repair,38,52,25.6,43.6
2019/20,Fraser,Chilliwack General Hospital,Wound/Laceration Care,5,12,5.6,18.0
2019/20,Fraser,Delta Hospital,All Other Procedures,<5,10,5.0,9.9
2019/20,Fraser,Delta Hospital,All Procedures,"1,472","4,451",5.9,26.0
2019/20,Fraser,Delta Hospital,Appendectomy,<5,7,11.3,13.7
2019/20,Fraser,Delta Hospital,Bariatric Surgery,<5,<5,,
2019/20,Fraser,Delta Hospital,Biopsy in OR,<5,17,4.1,6.7
2019/20,Fraser,Delta Hospital,Bladder Surgery,40,126,5.3,12.1
2019/20,Fraser,Delta Hospital,Breast Biopsy,12,73,4.9,7.9
2019/20,Fraser,Delta Hospital,Breast Reduction,10,57,5.0,12.4
2019/20,Fraser,Delta Hospital,Cataract Surgery,369,"1,005",5.3,33.6
2019/20,Fraser,Delta Hospital,Cholecystectomy,47,232,4.4,15.0
2019/20,Fraser,Delta Hospital,Cyst/Ganglion Removal,<5,8,14.7,26.5
2019/20,Fraser,Delta Hospital,D&C and Related Surgery,51,365,5.0,15.0
2019/20,Fraser,Delta Hospital,Excision Gynecomastia,<5,6,3.9,7.0
2019/20,Fraser,Delta Hospital,Excision Lesion/Tumour,31,52,5.9,26.0
2019/20,Fraser,Delta Hospital,Facial Bone Reconstruction,<5,32,9.9,50.8
2019/20,Fraser,Delta Hospital,Fallopian Tube/Ovarian Surgery,57,70,9.9,30.3
2019/20,Fraser,Delta Hospital,Fistula Repair - Non Vascular,16,36,11.4,20.0
2019/20,Fraser,Delta Hospital,Foot/Ankle Surgery,5,13,2.1,22.3
2019/20,Fraser,Delta Hospital,Fracture Repair,<5,9,0.4,2.6
2019/20,Fraser,Delta Hospital,Hand/Wrist Surgery,14,36,8.5,15.8
2019/20,Fraser,Delta Hospital,Hernia Repair - Abdominal,134,454,8.1,21.0
2019/20,Fraser,Delta Hospital,Kidney/Bladder Stone Removal,<5,<5,,
2019/20,Fraser,Delta Hospital,Knee - ACL Repair,24,85,5.6,26.2
2019/20,Fraser,Delta Hospital,Knee - Meniscectomy,12,22,4.2,16.3
2019/20,Fraser,Delta Hospital,Knee Arthroscopy,49,165,7.0,22.7
2019/20,Fraser,Delta Hospital,Laparoscopy,23,22,10.4,26.0
2019/20,Fraser,Delta Hospital,Male Reproductive Surgery,<5,31,5.9,10.0
2019/20,Fraser,Delta Hospital,Mastectomy,<5,157,3.1,6.4
2019/20,Fraser,Delta Hospital,Nasal Surgery,23,54,5.0,16.9
2019/20,Fraser,Delta Hospital,Nerve Surgery,<5,<5,,
2019/20,Fraser,Delta Hospital,Other Eye Surgery,139,229,6.6,26.0
2019/20,Fraser,Delta Hospital,Other Joint Reconstruction,13,29,7.0,15.0
2019/20,Fraser,Delta Hospital,Other Orthopaedic Surgery,39,139,7.6,19.0
2019/20,Fraser,Delta Hospital,Other Urology Surgery,<5,45,4.4,9.4
2019/20,Fraser,Delta Hospital,Prostate Surgery,<5,7,10.9,14.0
2019/20,Fraser,Delta Hospital,Rectal Surgery,77,141,6.3,20.1
2019/20,Fraser,Delta Hospital,Skin Surgery,<5,<5,,
2019/20,Fraser,Delta Hospital,Skin Tumour Removal,107,345,6.1,18.4
2019/20,Fraser,Delta Hospital,Sphincterotomy,<5,12,1.6,13.7
2019/20,Fraser,Delta Hospital,Tendon Surgery,<5,12,0.3,1.3
2019/20,Fraser,Delta Hospital,Uterine Surgery,58,129,8.4,27.1
2019/20,Fraser,Delta Hospital,Vaginal Repair,40,76,8.6,28.5
2019/20,Fraser,Delta Hospital,Varicose Veins Ligation/Stripping,33,72,22.0,32.0
2019/20,Fraser,Delta Hospital,Wound/Laceration Care,17,35,5.6,19.6
2019/20,Fraser,Eagle Ridge Hospital,Abdominoplasty,12,31,18.0,43.6
2019/20,Fraser,Eagle Ridge Hospital,All Other Procedures,28,89,6.0,27.7
2019/20,Fraser,Eagle Ridge Hospital,All Procedures,"1,967","6,082",6.4,26.6
2019/20,Fraser,Eagle Ridge Hospital,Appendectomy,<5,21,2.3,9.4
2019/20,Fraser,Eagle Ridge Hospital,Biopsy in OR,<5,32,3.0,9.9
2019/20,Fraser,Eagle Ridge Hospital,Bladder Surgery,24,119,4.0,11.7
2019/20,Fraser,Eagle Ridge Hospital,Bowel Resection,9,31,2.4,11.7
2019/20,Fraser,Eagle Ridge Hospital,Breast Biopsy,<5,37,2.4,6.8
2019/20,Fraser,Eagle Ridge Hospital,Breast Reconstruction,31,54,9.6,25.4
2019/20,Fraser,Eagle Ridge Hospital,Breast Reduction,150,123,23.1,45.8
2019/20,Fraser,Eagle Ridge Hospital,Cholecystectomy,85,389,5.0,12.0
2019/20,Fraser,Eagle Ridge Hospital,Colostomy/Ileostomy,10,21,7.7,31.4
2019/20,Fraser,Eagle Ridge Hospital,Cyst/Ganglion Removal,5,13,20.3,29.7
2019/20,Fraser,Eagle Ridge Hospital,D&C and Related Surgery,43,177,7.4,26.0
2019/20,Fraser,Eagle Ridge Hospital,Dental Surgery,66,292,6.1,17.4
2019/20,Fraser,Eagle Ridge Hospital,Examination Under Anaesthetic,50,171,6.4,19.1
2019/20,Fraser,Eagle Ridge Hospital,Excision Gynecomastia,<5,<5,,
2019/20,Fraser,Eagle Ridge Hospital,Excision Lesion/Tumour,14,127,3.0,14.3
2019/20,Fraser,Eagle Ridge Hospital,Facial Bone Reconstruction,<5,17,6.4,20.5
2019/20,Fraser,Eagle Ridge Hospital,Fallopian Tube/Ovarian Surgery,41,78,13.4,33.8
2019/20,Fraser,Eagle Ridge Hospital,Fistula Repair - Non Vascular,<5,20,7.6,18.2
2019/20,Fraser,Eagle Ridge Hospital,Foot/Ankle Surgery,20,29,8.9,22.4
2019/20,Fraser,Eagle Ridge Hospital,Fracture Repair,8,76,1.1,10.4
2019/20,Fraser,Eagle Ridge Hospital,Free Flap Graft,<5,<5,,
2019/20,Fraser,Eagle Ridge Hospital,Hand/Wrist Surgery,50,156,7.9,16.9
2019/20,Fraser,Eagle Ridge Hospital,Hernia Repair - Abdominal,201,666,7.9,16.4
2019/20,Fraser,Eagle Ridge Hospital,Hip Replacement,29,47,19.0,45.4
2019/20,Fraser,Eagle Ridge Hospital,Kidney/Bladder Stone Removal,<5,14,4.5,6.2
2019/20,Fraser,Eagle Ridge Hospital,Knee - ACL Repair,33,207,3.1,11.8
2019/20,Fraser,Eagle Ridge Hospital,Knee Arthroscopy,39,162,3.0,10.7
2019/20,Fraser,Eagle Ridge Hospital,Knee Replacement,15,44,11.3,28.4
2019/20,Fraser,Eagle Ridge Hospital,Laparoscopy,9,42,9.2,30.0
2019/20,Fraser,Eagle Ridge Hospital,Ligament Surgery,7,37,3.7,12.3
2019/20,Fraser,Eagle Ridge Hospital,Lipectomy,<5,<5,,
2019/20,Fraser,Eagle Ridge Hospital,Male Reproductive Surgery,6,34,4.2,10.7
2019/20,Fraser,Eagle Ridge Hospital,Mastectomy,8,70,2.6,7.5
2019/20,Fraser,Eagle Ridge Hospital,Mastoidectomy,<5,0,,
2019/20,Fraser,Eagle Ridge Hospital,Myringotomy,8,27,6.0,17.9
2019/20,Fraser,Eagle Ridge Hospital,Nasal Surgery,152,226,34.9,66.3
2019/20,Fraser,Eagle Ridge Hospital,Nerve Surgery,8,49,4.1,13.3
2019/20,Fraser,Eagle Ridge Hospital,Other Ear Surgery,<5,7,26.1,45.8
2019/20,Fraser,Eagle Ridge Hospital,Other Eye Surgery,<5,13,16.1,38.1
2019/20,Fraser,Eagle Ridge Hospital,Other Joint Reconstruction,38,126,10.1,23.0
2019/20,Fraser,Eagle Ridge Hospital,Other Orthopaedic Surgery,71,247,7.9,22.6
2019/20,Fraser,Eagle Ridge Hospital,Other Urology Surgery,26,144,2.9,8.7
2019/20,Fraser,Eagle Ridge Hospital,Parotidectomy,25,27,10.4,43.3
2019/20,Fraser,Eagle Ridge Hospital,Prostate Surgery,11,106,3.4,6.2
2019/20,Fraser,Eagle Ridge Hospital,Rectal Surgery,16,54,5.3,20.4
2019/20,Fraser,Eagle Ridge Hospital,Shoulder Surgery,34,154,5.4,14.5
2019/20,Fraser,Eagle Ridge Hospital,Sinus Surgery,5,10,16.9,48.1
2019/20,Fraser,Eagle Ridge Hospital,Skin Surgery,19,48,10.7,27.1
2019/20,Fraser,Eagle Ridge Hospital,Skin Tumour Removal,24,130,5.6,15.3
2019/20,Fraser,Eagle Ridge Hospital,Spinal/Back Surgery,57,341,4.0,28.4
2019/20,Fraser,Eagle Ridge Hospital,Tendon Surgery,13,61,3.6,18.9
2019/20,Fraser,Eagle Ridge Hospital,Thyroidectomy,52,115,5.4,29.2
2019/20,Fraser,Eagle Ridge Hospital,Tonsillectomy/Adenoidectomy,120,192,19.1,60.2
2019/20,Fraser,Eagle Ridge Hospital,Tympanoplasty,<5,5,47.4,77.9
2019/20,Fraser,Eagle Ridge Hospital,Uterine Surgery,128,258,14.1,33.8
2019/20,Fraser,Eagle Ridge Hospital,Vaginal Repair,31,49,11.0,22.4
2019/20,Fraser,Eagle Ridge Hospital,Varicose Veins Ligation/Stripping,94,182,6.0,18.1
2019/20,Fraser,Eagle Ridge Hospital,Wound/Laceration Care,16,55,6.1,16.5
2019/20,Fraser,Langley Memorial Hospital,All Other Procedures,6,57,5.7,27.3
2019/20,Fraser,Langley Memorial Hospital,All Procedures,"2,083","5,691",9.0,33.5
2019/20,Fraser,Langley Memorial Hospital,Appendectomy,<5,13,6.1,10.4
2019/20,Fraser,Langley Memorial Hospital,Biopsy in OR,<5,12,1.7,11.0
2019/20,Fraser,Langley Memorial Hospital,Bladder Surgery,47,179,5.7,33.6
2019/20,Fraser,Langley Memorial Hospital,Bowel Resection,6,68,2.9,7.5
2019/20,Fraser,Langley Memorial Hospital,Cataract Surgery,648,"2,137",7.0,31.6
2019/20,Fraser,Langley Memorial Hospital,Cholecystectomy,40,118,6.6,24.1
2019/20,Fraser,Langley Memorial Hospital,Colostomy/Ileostomy,<5,21,6.0,16.0
2019/20,Fraser,Langley Memorial Hospital,Cyst/Ganglion Removal,8,27,17.0,31.4
2019/20,Fraser,Langley Memorial Hospital,D&C and Related Surgery,14,159,5.0,22.9
2019/20,Fraser,Langley Memorial Hospital,Dental Surgery,18,148,8.9,20.3
2019/20,Fraser,Langley Memorial Hospital,Examination Under Anaesthetic,13,22,5.2,24.6
2019/20,Fraser,Langley Memorial Hospital,Excision Gynecomastia,<5,<5,,
2019/20,Fraser,Langley Memorial Hospital,Excision Lesion/Tumour,6,23,6.4,20.3
2019/20,Fraser,Langley Memorial Hospital,Facial Bone Reconstruction,9,16,9.5,18.9
2019/20,Fraser,Langley Memorial Hospital,Fallopian Tube/Ovarian Surgery,11,75,7.9,30.9
2019/20,Fraser,Langley Memorial Hospital,Foot/Ankle Surgery,<5,<5,,
2019/20,Fraser,Langley Memorial Hospital,Foreign Body Removal Surgery,<5,<5,,
2019/20,Fraser,Langley Memorial Hospital,Fracture Repair,<5,<5,,
2019/20,Fraser,Langley Memorial Hospital,Hand/Wrist Surgery,<5,<5,,
2019/20,Fraser,Langley Memorial Hospital,Hernia Repair - Abdominal,160,349,11.0,26.7
2019/20,Fraser,Langley Memorial Hospital,Hip Replacement,145,201,24.1,38.0
2019/20,Fraser,Langley Memorial Hospital,Kidney/Bladder Stone Removal,8,29,5.1,17.3
2019/20,Fraser,Langley Memorial Hospital,Knee - ACL Repair,41,58,21.9,46.7
2019/20,Fraser,Langley Memorial Hospital,Knee - Meniscectomy,47,108,15.9,36.6
2019/20,Fraser,Langley Memorial Hospital,Knee Arthroscopy,35,40,18.2,40.3
2019/20,Fraser,Langley Memorial Hospital,Knee Replacement,357,436,26.9,42.9
2019/20,Fraser,Langley Memorial Hospital,Laparoscopy,<5,13,18.6,25.4
2019/20,Fraser,Langley Memorial Hospital,Ligament Surgery,<5,0,,
2019/20,Fraser,Langley Memorial Hospital,Male Reproductive Surgery,7,16,12.1,25.9
2019/20,Fraser,Langley Memorial Hospital,Myringotomy,<5,16,2.4,5.0
2019/20,Fraser,Langley Memorial Hospital,Other Eye Surgery,<5,<5,,
2019/20,Fraser,Langley Memorial Hospital,Other Joint Reconstruction,21,43,18.3,36.7
2019/20,Fraser,Langley Memorial Hospital,Other Orthopaedic Surgery,13,37,10.3,32.5
2019/20,Fraser,Langley Memorial Hospital,Other Urology Surgery,71,347,3.0,13.3
2019/20,Fraser,Langley Memorial Hospital,Prostate Surgery,19,165,7.3,18.1
2019/20,Fraser,Langley Memorial Hospital,Rectal Surgery,15,23,7.4,24.9
2019/20,Fraser,Langley Memorial Hospital,Shoulder Surgery,156,120,38.6,47.6
2019/20,Fraser,Langley Memorial Hospital,Sinus Surgery,<5,9,2.4,3.3
2019/20,Fraser,Langley Memorial Hospital,Skin Tumour Removal,17,46,6.1,24.3
2019/20,Fraser,Langley Memorial Hospital,Tendon Surgery,<5,<5,,
2019/20,Fraser,Langley Memorial Hospital,Tonsillectomy/Adenoidectomy,<5,76,2.4,5.4
2019/20,Fraser,Langley Memorial Hospital,Uterine Surgery,99,320,18.3,42.2
2019/20,Fraser,Langley Memorial Hospital,Vaginal Repair,11,39,27.4,52.5
2019/20,Fraser,Langley Memorial Hospital,Wound/Laceration Care,5,18,11.7,37.0
2019/20,Fraser,Pattison Outpatient Centre,Abdominoplasty,<5,0,,
2019/20,Fraser,Pattison Outpatient Centre,All Other Procedures,110,100,18.5,47.5
2019/20,Fraser,Pattison Outpatient Centre,All Procedures,"3,336","4,629",9.3,49.9
2019/20,Fraser,Pattison Outpatient Centre,Appendectomy,<5,8,8.8,12.6
2019/20,Fraser,Pattison Outpatient Centre,Biopsy in OR,<5,63,1.9,3.9
2019/20,Fraser,Pattison Outpatient Centre,Bladder Surgery,56,94,4.8,24.1
2019/20,Fraser,Pattison Outpatient Centre,Breast Biopsy,12,89,2.9,6.7
2019/20,Fraser,Pattison Outpatient Centre,Breast Reconstruction,136,176,25.7,54.9
2019/20,Fraser,Pattison Outpatient Centre,Breast Reduction,266,217,34.9,64.6
2019/20,Fraser,Pattison Outpatient Centre,Cholecystectomy,157,344,5.9,26.4
2019/20,Fraser,Pattison Outpatient Centre,Cyst/Ganglion Removal,11,<5,,
2019/20,Fraser,Pattison Outpatient Centre,D&C and Related Surgery,130,251,5.7,28.7
2019/20,Fraser,Pattison Outpatient Centre,Examination Under Anaesthetic,5,9,5.0,9.8
2019/20,Fraser,Pattison Outpatient Centre,Excision Gynecomastia,<5,6,9.0,41.4
2019/20,Fraser,Pattison Outpatient Centre,Excision Lesion/Tumour,17,33,3.3,16.0
2019/20,Fraser,Pattison Outpatient Centre,Fallopian Tube/Ovarian Surgery,136,137,14.1,35.4
2019/20,Fraser,Pattison Outpatient Centre,Fistula Repair - Non Vascular,<5,0,,
2019/20,Fraser,Pattison Outpatient Centre,Foot/Ankle Surgery,33,17,24.7,72.9
2019/20,Fraser,Pattison Outpatient Centre,Fracture Repair,5,12,5.0,22.9
2019/20,Fraser,Pattison Outpatient Centre,Hand/Wrist Surgery,28,26,17.5,43.7
2019/20,Fraser,Pattison Outpatient Centre,Hernia Repair - Abdominal,208,396,10.0,40.4
2019/20,Fraser,Pattison Outpatient Centre,Kidney/Bladder Stone Removal,63,313,7.4,15.0
2019/20,Fraser,Pattison Outpatient Centre,Knee - ACL Repair,66,43,49.4,67.7
2019/20,Fraser,Pattison Outpatient Centre,Knee - Meniscectomy,16,<5,,
2019/20,Fraser,Pattison Outpatient Centre,Knee Arthroscopy,144,40,24.2,71.3
2019/20,Fraser,Pattison Outpatient Centre,Laparoscopy,14,26,8.9,19.9
2019/20,Fraser,Pattison Outpatient Centre,Lens & Vitreous (non-cataract) Surgery,128,282,17.4,48.5
2019/20,Fraser,Pattison Outpatient Centre,Ligament Surgery,7,7,24.4,53.3
2019/20,Fraser,Pattison Outpatient Centre,Lipectomy,<5,<5,,
2019/20,Fraser,Pattison Outpatient Centre,Male Reproductive Surgery,15,47,5.0,23.7
2019/20,Fraser,Pattison Outpatient Centre,Mastectomy,44,361,3.1,10.1
2019/20,Fraser,Pattison Outpatient Centre,Mastoidectomy,27,27,51.9,73.5
2019/20,Fraser,Pattison Outpatient Centre,Myringotomy,<5,5,4.0,11.3
2019/20,Fraser,Pattison Outpatient Centre,Nasal Surgery,250,177,31.6,62.1
2019/20,Fraser,Pattison Outpatient Centre,Nerve Surgery,11,20,8.1,61.6
2019/20,Fraser,Pattison Outpatient Centre,Other Ear Surgery,16,13,13.9,72.8
2019/20,Fraser,Pattison Outpatient Centre,Other Eye Surgery,11,10,1.0,29.2
2019/20,Fraser,Pattison Outpatient Centre,Other Joint Reconstruction,70,41,44.0,78.1
2019/20,Fraser,Pattison Outpatient Centre,Other Orthopaedic Surgery,170,118,25.0,66.8
2019/20,Fraser,Pattison Outpatient Centre,Other Urology Surgery,27,108,7.5,23.9
2019/20,Fraser,Pattison Outpatient Centre,Parotidectomy,9,16,17.0,36.1
2019/20,Fraser,Pattison Outpatient Centre,Prostate Surgery,15,49,10.7,29.9
2019/20,Fraser,Pattison Outpatient Centre,Rectal Surgery,55,112,6.9,41.7
2019/20,Fraser,Pattison Outpatient Centre,Shoulder Surgery,106,34,53.2,74.1
2019/20,Fraser,Pattison Outpatient Centre,Sinus Surgery,177,147,32.0,52.4
2019/20,Fraser,Pattison Outpatient Centre,Skin Surgery,50,41,21.0,52.3
2019/20,Fraser,Pattison Outpatient Centre,Skin Tumour Removal,71,129,3.6,39.3
2019/20,Fraser,Pattison Outpatient Centre,Tendon Surgery,14,16,8.6,63.4
2019/20,Fraser,Pattison Outpatient Centre,Thyroidectomy,18,54,6.9,35.3
2019/20,Fraser,Pattison Outpatient Centre,Tonsillectomy/Adenoidectomy,71,73,18.6,57.1
2019/20,Fraser,Pattison Outpatient Centre,Tympanoplasty,209,74,56.9,96.6
2019/20,Fraser,Pattison Outpatient Centre,Uterine Surgery,10,11,9.4,30.0
2019/20,Fraser,Pattison Outpatient Centre,Vaginal Repair,87,82,20.6,33.8
2019/20,Fraser,Pattison Outpatient Centre,Vascular Surgery - Other,7,119,2.0,3.1
2019/20,Fraser,Pattison Outpatient Centre,Wound/Laceration Care,28,39,10.4,45.2
2019/20,Fraser,Peace Arch Hospital,Abdominoplasty,<5,<5,,
2019/20,Fraser,Peace Arch Hospital,All Other Procedures,<5,19,3.7,37.5
2019/20,Fraser,Peace Arch Hospital,All Procedures,"1,510","3,546",13.1,37.3
2019/20,Fraser,Peace Arch Hospital,Appendectomy,<5,8,7.6,19.6
2019/20,Fraser,Peace Arch Hospital,Biopsy in OR,<5,10,2.1,4.0
2019/20,Fraser,Peace Arch Hospital,Bladder Surgery,15,123,4.0,9.3
2019/20,Fraser,Peace Arch Hospital,Bowel Resection,<5,72,2.7,13.1
2019/20,Fraser,Peace Arch Hospital,Breast Biopsy,<5,17,3.3,10.7
2019/20,Fraser,Peace Arch Hospital,Breast Reconstruction,10,15,34.3,50.9
2019/20,Fraser,Peace Arch Hospital,Breast Reduction,21,19,60.0,80.7
2019/20,Fraser,Peace Arch Hospital,Cataract Surgery,396,837,17.3,29.0
2019/20,Fraser,Peace Arch Hospital,Cholecystectomy,65,194,14.1,27.8
2019/20,Fraser,Peace Arch Hospital,Colostomy/Ileostomy,<5,13,10.3,17.4
2019/20,Fraser,Peace Arch Hospital,D&C and Related Surgery,40,137,9.3,34.2
2019/20,Fraser,Peace Arch Hospital,Dental Surgery,<5,6,3.4,6.7
2019/20,Fraser,Peace Arch Hospital,Examination Under Anaesthetic,<5,17,8.0,22.7
2019/20,Fraser,Peace Arch Hospital,Excision Gynecomastia,<5,10,57.7,82.4
2019/20,Fraser,Peace Arch Hospital,Excision Lesion/Tumour,<5,12,4.3,15.3
2019/20,Fraser,Peace Arch Hospital,Facial Bone Reconstruction,10,30,5.1,13.4
2019/20,Fraser,Peace Arch Hospital,Fallopian Tube/Ovarian Surgery,33,58,20.9,56.9
2019/20,Fraser,Peace Arch Hospital,Fistula Repair - Non Vascular,6,10,15.0,17.6
2019/20,Fraser,Peace Arch Hospital,Hand/Wrist Surgery,<5,<5,,
2019/20,Fraser,Peace Arch Hospital,Hernia Repair - Abdominal,200,468,16.7,30.1
2019/20,Fraser,Peace Arch Hospital,Hip Replacement,70,126,20.7,70.6
2019/20,Fraser,Peace Arch Hospital,Knee - ACL Repair,5,<5,,
2019/20,Fraser,Peace Arch Hospital,Knee - Meniscectomy,<5,<5,,
2019/20,Fraser,Peace Arch Hospital,Knee Arthroscopy,12,16,9.9,30.9
2019/20,Fraser,Peace Arch Hospital,Knee Replacement,206,248,33.3,74.0
2019/20,Fraser,Peace Arch Hospital,Laparoscopy,5,13,3.6,24.1
2019/20,Fraser,Peace Arch Hospital,Male Reproductive Surgery,<5,23,5.7,23.9
2019/20,Fraser,Peace Arch Hospital,Mastectomy,<5,33,3.1,20.8
2019/20,Fraser,Peace Arch Hospital,Nasal Surgery,33,76,8.9,20.2
2019/20,Fraser,Peace Arch Hospital,Other Eye Surgery,10,36,3.6,21.5
2019/20,Fraser,Peace Arch Hospital,Other Orthopaedic Surgery,18,32,11.4,57.4
2019/20,Fraser,Peace Arch Hospital,Other Urology Surgery,16,115,4.4,11.7
2019/20,Fraser,Peace Arch Hospital,Prostate Surgery,24,123,5.4,17.2
2019/20,Fraser,Peace Arch Hospital,Rectal Surgery,17,28,13.7,35.6
2019/20,Fraser,Peace Arch Hospital,Shoulder Surgery,5,6,7.1,33.1
2019/20,Fraser,Peace Arch Hospital,Skin Surgery,<5,12,10.9,40.7
2019/20,Fraser,Peace Arch Hospital,Skin Tumour Removal,25,83,5.1,31.2
2019/20,Fraser,Peace Arch Hospital,Sphincterotomy,8,12,9.8,21.8
2019/20,Fraser,Peace Arch Hospital,Tendon Surgery,<5,0,,
2019/20,Fraser,Peace Arch Hospital,Tonsillectomy/Adenoidectomy,<5,8,7.1,16.2
2019/20,Fraser,Peace Arch Hospital,Uterine Surgery,177,368,17.1,48.1
2019/20,Fraser,Peace Arch Hospital,Vaginal Repair,16,19,12.1,57.1
2019/20,Fraser,Peace Arch Hospital,Wound/Laceration Care,21,42,21.6,35.2
2019/20,Fraser,Ridge Meadows Hospital,All Other Procedures,<5,33,3.6,14.1
